video_id,channelTitle,title,publishedAt,description,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount,publishedDay,durationSecs
WM2NalSGPKc,Bong Eats,"Potol posto—a creamy, nutty Bengali vegetarian delicacy with poppy seeds and pointed gourd",2023-06-02 04:00:15+00:00,"This recipe with poppy seed paste (posto) and potol is one our favourites. The potol turns soft and soaks up the creamy, nutty sauce. Potol (""parwal"") occupies an ambiguous place in our hearts. It is not our favourite vegetable. Yet, so many of Bengal's vegetable delicacies are made from it: deep-fried potol, potoler dorma, potol pur, tel potol, doi or doodh potol, kumror-potoler chhoka, and of course the ubiquitous potoler dalna, with or without prawns, and fish curries. We grind its peels into potent bata and bhorta. We even make sweets out of it. I am beginning to suspect that we actually love potol!
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://bongeats.com/recipe/potol-posto/
______________________________________________

🎥 RELATED VIDEOS
🎬 Kacha moog'er dal: https://youtu.be/IzfEnYxzjUg
🎬 Doodh potol: https://youtu.be/UV6yVOH6JWQ
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by  @Bemanan Music  

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT4M49S,hd,false,158186.0,3398.0,0.0,169.0,Friday,289
QbwePynqqzQ,Bong Eats,✨ Watch the full episode of Rannaghore Ke? Episode 7 with @bakewithrahul ✨,2023-05-28 04:00:19+00:00,,PT1M,hd,false,18679.0,710.0,0.0,5.0,Sunday,60
owqTO_POioE,Bong Eats,Watch the full episode with Rahul! #shorts,2023-05-27 08:48:56+00:00,,PT59S,hd,false,13841.0,431.0,0.0,2.0,Saturday,59
f5FbS63z500,Bong Eats,Cooking with Rahul Mandal: Rannaghore Ke? Episode 7,2023-05-26 04:00:31+00:00,"Rannaghore Ke? is a fun adda with old and new friends about food, life and everything else. This is episode 7 with the 2018 winner of The Great British Bake Off, Rahul Mandal. Since participating in the Bake Off, Rahul has continued to appear on British television, write cookbooks, as well as post his baking recipes on social media, all alongside pursuing his full-time job in advanced nuclear research at the University of Sheffield, UK.

In this episode, Rahul makes a light, fresh and delicious four-layer mango and cardamom cake, and a childhood favourite, mutton patties!

🎂 Follow Rahul on his Instagram: https://www.instagram.com/bakewithrahul/
✨ Here's the link to Rahul's book, Showstopping Cakes: https://geni.us/pMxMoW (affiliate link)

#GBBO #greatbritishbakeoff",PT33M7S,hd,true,127017.0,2483.0,0.0,116.0,Friday,1987
SmWXpcOa6Rs,Bong Eats,"A simple, comforting fish curry with summer vegetables #shorts",2023-05-19 10:19:21+00:00,,PT56S,hd,false,36265.0,1574.0,0.0,20.0,Friday,56
uOYxYEj_l-4,Bong Eats,Aam Pora Margarita 🥂 #shorts,2023-05-18 10:42:02+00:00,"Aam Pora Margarita 🥂 INGREDIENTS 🥂
- 2 green mangoes, charred
- 20 ml aampora pulp
- 60 ml tequila/mezcal
- 15 ml rich syrup (2 parts sugar : 1 part water)
- 1 whole green chilli
- 1 pinch salt
- ice for shaking",PT43S,hd,false,12919.0,557.0,0.0,5.0,Thursday,43
uflR652Uoq0,Bong Eats,Aam Pana #shorts,2023-05-17 09:50:51+00:00,"Aam Pora Shorbot 🥭 INGREDIENTS 🥭
- 2 green mangoes, charred
- 100 g aampora pulp
- 100 g sugar
- 10 g black salt
- 4 green chillies (slit)
- 1 L water

🔥 METHOD 🔥
1. Char the green mangoes on open flame (grill, barbecue or stovetop), or under the oven broiler, until the skin has turned crisp and black, and has pulled away from the flesh.
2. Once cool, remove the outer coating, and you should be left with the yellow pulp. Remove the central seed, and roughly break up the larger lumps (some are fine; you needn't make it completely smooth).
3. Mix together 100 g of the aampora pulp with black salt, sugar and water.
4. In a bottle, add slit green chillies, then the drink.
5. Set it in the fridge until well chilled. Enjoy cold or over ice!",PT37S,hd,false,13396.0,572.0,0.0,4.0,Wednesday,37
r7MpvKLy6c4,Bong Eats,Aloo Posto #shorts,2023-05-16 09:30:23+00:00,"Aloo posto 🥔 INGREDIENTS 🥔
- 60 g mustard oil
- ¼ tsp kaalo jeere (nigella seeds)
- 2 pcs dried red chillies
- 25 g onions
- 500 g potatoes
- 50 g posto (poppy seeds)
- 4 pcs green chillies
- 12 g salt
- 8 g sugar

🌶️ METHOD 🌶️
1. Soak poppy seeds in water for two hours. Strain and add to a grinder jar, along with 2 green chillies and 75 g water. Grind to a coarse paste. Set aside.
2. Peel and cut the potatoes in 1-cm cubes. If using onions, slice them too.
3. Heat mustard oil in a pan. Once smoking lightly and pale yellow, add the onions. Fry until lightly coloured (about 1 minute). Drain from the oil and set aside.
4. Temper the oil with dried red chillies and kaalo jeere. Add the potatoes. Fry for about 5 minutes. The potatoes should not brown, so keep stirring them regularly.
5. Add the poppy-seed paste, along with salt and sugar. Cook on low heat until the raw smell of poppy paste goes away. This should take about 4 minutes.
6. Continue cooking on low heat, with lid on until the potatoes are soft. Once in a while, when the pan dries out, you may have to add a splash of hot water to ensure the potatoes don't stick to the pan.
7. Finish with 2 slit green chillies and 1 tsp of mustard oil.
8. If you fried the onions earlier, add those now too, and give a final stir, before serving with hot rice and dal, or with rooti.",PT42S,hd,false,27600.0,1676.0,0.0,10.0,Tuesday,42
Sq7p2_KMlEA,Bong Eats,Aam Pana or Aam-Pora Sharbat + Charred mango margarita recipe—Bengali summer cooler,2023-05-12 04:00:22+00:00,"Aam Pana, also known as aam-pora sharbat is a charred green-mango cooler that is a life-saver during the excruciating summers of Bengal. Called ""aam panna"" in Hindi, variations of this drink are consumed all over South Asia. 

To make a really great aam pora sharbat, you must burn the mango until the skin burns to coal, and the flesh pulls away from the skin. The natural sugars in the unripe mango caramelise, turning the white flesh yellow. That is how you get a deeply smoky, rich aam pana. It is so smoky, in fact, that we skip the bhaja moshla (toasted cumin powder) that is commonly added to this drink. We find that it interferes with the smoky flavour of the charred mango. We did add some green chillies just when chilling the drink. These add a fresh top note, and provide just a hint of heat when you sip the drink.

The second drink, Aam-Pora Margarita, A.K.A. charred mango margarita, is our take on the classic margarita (although we are pretty sure lots of people have done this before). The sour element in the margarita is the charred mango pulp. This can be made with both blanco or reposado tequila, and would in fact be even better with mezcal. In this drink, we replace the black salt with regular salt because we find that the sulphurous smell of black salt does not go well with tequila. Plain salt produces a cleaner more crisp drink.

We serve the margarita up, but it can just as easily be served on ice to lengthen the drink. We hope you give these a try!
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://bongeats.com/recipe/aam-pora-shorbot/
______________________________________________

🎥 RELATED VIDEOS
🎬 Bel'er shorbot: https://youtu.be/Zk88kKYg7iA
🎬 Aam diye mourola maccher ambol: https://youtu.be/AD8R1JBmIa0
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""La Adelita"" (classical guitar and banjo) by FrailerKino, licensed under a  Creative Commons License: https://soundcloud.com/frailerkino/la-adelita-classical-guitar

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT3M27S,hd,false,59824.0,2256.0,0.0,71.0,Friday,207
qeh8OjjECy8,Bong Eats,Mourola Machher Ambol #shorts,2023-05-09 10:02:43+00:00,,PT48S,hd,false,58827.0,2891.0,0.0,24.0,Tuesday,48
5hrDYYz6KGo,Bong Eats,🍤 Echor Chingri + Aam'er Tok Dal + Tulaipanji Rice #shorts,2023-05-04 09:48:39+00:00,,PT1M,hd,false,35557.0,1928.0,0.0,10.0,Thursday,60
fACllJyQ-Sg,Bong Eats,Neem Jhol 🌿 #shorts,2023-05-02 10:00:25+00:00,,PT56S,hd,false,22453.0,1249.0,0.0,11.0,Tuesday,56
S5AxMVRxzbs,Bong Eats,Bel'er Shorbot #shorts,2023-04-25 13:14:58+00:00,"Bel'er Shorbot 🍹 INGREDIENTS 🍹
- 200 g bel (wood apple) pulp
- 300 ml milk
- 50 g sugar
- 2 g salt
- ice cubes (optional)
- cold water (if making without milk)

🥄 METHOD 🥄
1. Crack open the bel and scoop out all the flesh. Pick out the seeds.
2. Using a little water, mash the flesh to extract the pulp. Pass it through a mesh strainer to remove the fibrous parts.
3. In a mixing jug, take about 200 g of this bel pulp. To it, add milk, sugar and salt. Mix to combine and dissolve the sugar. Serve chilled or over ice.
4. If you don't prefer the milk version, simple add some bel pulp to the bottom of your glass, and top it with ice and/or cold water. Mix, and enjoy chilled.",PT44S,hd,false,18485.0,953.0,0.0,11.0,Tuesday,44
OMI3L41wpLg,Bong Eats,Mutton Burra Kabab #shorts,2023-04-21 15:29:40+00:00,"Mutton Burra Kabab 🥩 INGREDIENTS 🥩
- 8 pcs (120g each) mutton chops
- 25 g onions
- 8 g ginger
- 6 g garlic
- 30 g papaya
- 15 g lime juice
- 10 g salt
- 3 g black salt
- 3 g red chilli powder
- 3 g kashmiri red chilli powder
- 3 g shahi garam masala
- 0.5 tsp kasuri methi
- 1 tsp pepper
- 15 g malt vinegar
- 20 g mustard oil
- 70 g hung yoghurt
- 1 small pc charcoal
- 1 tsp ghee

🔥 METHOD 🔥
1. Grind all ingredients for the marinade except the hung yoghurt—onions, ginger, garlic, papaya, lime juice, salt, black salt, red chilli powder, kashmiri red chilli powder, shahi garam masala, kasuri methi, pepper, malt vinegar, and mustard oil.
2. Pour the marinade as well as the hung yoghurt over the mutton chops and mix well. Massage each piece individually, using your fingers to cover all the crevices of the meat with the marinade.
3. For the dhungar, burn a small piece of charcoal until a layer of ash covers the surface. Place it inside a small bowl set among the marinated mutton chops. Pour hot ghee on top of the charcoal. Immediately cover the bowl tightly.
4. After 10–15 minutes remove the charcoal, and put the chops in the refrigerator for 8-24 hours.
5. Next day, skewer the chops. Bake in a preheated 200ºC oven for 30-40 minutes or until done.
6. To get a tandoor-like charred look, char the kababs over an open flame.",PT1M1S,hd,false,28717.0,1193.0,0.0,9.0,Friday,61
GglL7JPN0Tk,Bong Eats,Doi Begun #shorts,2023-04-19 07:18:09+00:00,"Doi Begun 🍆 INGREDIENTS 🍆
- 400 g brinjal
- 45 g mustard oil
- 1 bay leaf
- 2 cardamom
- 1 cinnamon
- 2 cloves
- ⅛ tsp hing (asafoetida)
- ½ tsp cumin powder
- ½ tsp red chilli powder
- ¼ tsp turmeric (+2 g for marination)
- 160 g yoghurt
- 6 g salt (+4 g for marination)
- 15 g sugar
- ½ tsp maida (all-purpose flour)
- 125 ml hot water
- ½ tsp gorom moshla
- ½ tsp bhaja moshla
- 1 tsp ghee
- 4 green chillies

🥘 METHOD 🥘
1. Cut the brinjal in thick wedges. Smear with 4 g salt and 2 g turmeric.
2. Add the remaining salt (6 g), sugar and maida to yoghurt, and whisk until it is smooth and lump-free.
3. Heat mustard oil in a pan. Fry the brinjal until browned. Set aside.
4. Temper the same oil with bay leaf, cardamom, cinnamon and cloves.
5. Lower the heat (or turn it off if the oil is too hot), and add hing. Fry for 30 seconds, before adding the remaining powdered spices: cumin, red chilli and turmeric. Fry on low heat for a minute.
6. Add the yoghurt mixture and stir it in vigorously until well mixed. Continue cooking until oil floats to the top.
7. Add gorom moshla and cook for another minute, before adding hot water.
8. Once it comes to a boil, lower the fried brinjal, and simmer on medium heat for 5 minutes.
9. Finish with bhaja moshla, ghee and green chillies.",PT47S,hd,false,78535.0,3468.0,0.0,20.0,Wednesday,47
Akqf_8-0jFQ,Bong Eats,Doi Begun—Brinjals/eggplants in a yoghurt sauce—Bengali vegetarian recipe,2023-04-14 04:00:04+00:00,"Doi Begun isn't something I grew up eating at home, so this is not a family recipe. We cooked doi begun from all of our favourite Bengali cookbooks before we came up with this version. We have kept the sauce quite thin, but if you want a thicker gravy, you can add a little poppy-cashew paste. 

While you can cook this all year round, doi begun is best made in winter when brinjals are in season. We are particularly fond of the green thorny brinjals (kNata begun) which are indigenous to our region, but are increasingly becoming rare to find. Highly recommend looking for them in the markets if you are cooking this (or any brinjal recipe) in winter.

🌾 We've served doi begun today with Rupshal. For a limited time only, Amar Khamar is offering Bong Eats viewers a small discount on all products on their website. Go to https://go.bongeats.com/amar-khamar, or use the code BONGEATS at checkout at https://www.amar-khamar.com/.🌾

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://bongeats.com/recipe/doi-begun/
______________________________________________

🎥 RELATED VIDEOS
🎬 Luchi: https://youtu.be/qH1kB0u35dI
🎬 Beguni: https://youtu.be/4W9JPLkiwS4
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by  @Bemanan Music  

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT3M18S,hd,false,196869.0,4763.0,0.0,155.0,Friday,198
K8aWrPs0NhE,Bong Eats,Shorshe-posto diye machh'er jhaal,2023-04-11 09:50:46+00:00,"🌶️ INGREDIENTS 🌶️
- 500 g Katla/Rui machh (Catla/Rohu)
- 8g poppy seeds
- 4g mustard seeds
- 50 g mustard oil
- ¼ tsp kaalo jeere (nigella seeds)
- 40 g onion (thinly sliced)
- 3 g garlic (crushed)
- 25 g tomato (chopped)
- 3 pcs green chillies (slit)
- 1 tsp total turmeric
- ½ tsp red chilli powder
- 13 g total salt
- ½ tsp sugar
- 150 ml hot water

🍅 METHOD 🍅
1. Soak mustard and poppy seeds in water for 30 minutes. Drain and grind to a smooth paste with a green chilli.
2. Marinate the fish with 5 g salt and ½ tsp turmeric.
3. Cut the onion in thin slices, roughly chop tomato, crush garlic cloves, and slit green chillies.
4. Heat a kadai thoroughly, and add mustard oil to it. Lightly fry the fish in batches, about 2 minutes per side. Set aside.
5. Temper the same oil with kaalo jeere. Add onions and fry on low heat for 5 minutes.
6. Add garlic and fry for 2 minutes. Add tomatoes and 8 g salt, and cook until the tomatoes have melted. Add sugar.
7. Add ½ tsp each of turmeric and red chilli powder. Braise the spices until oil separates and the raw smell has dissipated.
8. Add the mustard-poppy-green chilli paste, and cook for no longer than a minute before adding 150 ml hot water.
9. Once the curry comes to a boil, add slit green chillies. Lower the fish one by one, and bubble on medium heat for about 5 minutes.
10. Finish with raw mustard oil, and turn off the heat.",PT59S,hd,false,37067.0,2045.0,0.0,12.0,Tuesday,59
